"Humcfs_id","chromosome_number","name","chrlocation","cytoband","type","frequency","gene_ensembl_id","gene_name","havana_transcript_id","gene_location","gene_orientation","exon_id","exon_number","gene_description","disease_description","miRNA_location","miRNA_strand","miRNA_id","miRNA_name","miRNA_derived","pmid"
"45","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000078369","GNB1","OTTHUMT00000100194","1804526-1832285","-","ENSE00001704803, ENSE00003629446, ENSE00003465100, ENSE00001066529, ENSE00003268669, ENSE00001780562","6","guanine nucleotide binding protein (G protein), beta polypeptide 1","B-Cell Lymphomas,Anxiety Disorders,Asthma,Schizophrenia,Depressive disorder","17369-17436","-","MI0022705","hsa-mir-6859-1","NA","1322577"
"46","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000162493","PDPN","OTTHUMT00000021787","13585472-13616247","+","ENSE00001936056, ENSE00003517055, ENSE00001065761, ENSE00003678690, ENSE00003600186, ENSE00001842640","6","podoplanin","Hemangioendothelioma,Congenital Abnormality,Malignant neoplasm of thyroid,Malignant neoplasm of esophagus,HIV Infections,Oligohydramnios,Lymphatic Metastasis,Mammary Neoplasms,Epithelial ovarian cancer,Esophageal Neoplasms,Rheumatoid Arthritis,Pancreatic carcinoma,Diffuse Astrocytoma,Brain Neoplasms,Albuminuria,Astrocytoma,Tobacco Use Disorder,Human immunodeficiency virus, type 2 [HIV-2] infection in conditions classified elsewhere and of unspecified site,Kaposi Sarcoma,Differentiated Thyroid Gland Carcinoma,Sarcoma,Squamous cell carcinoma of the head and neck,Teratoma, Malignant,Colorectal Cancer,Skin Carcinogenesis,Triple Negative Breast Neoplasms,Malignant neoplasm of breast,Breast Carcinoma,Carcinoma of bladder,Neuroblastoma,Mesothelioma,Herpes NOS,Malignant Pleural Mesothelioma,Respiratory Distress Syndrome, Adult,Tumor Progression,Squamous cell carcinoma of vulva,Secondary malignant neoplasm of lymph node,Seminoma,Esophageal carcinoma,Primary Glioblastoma,Chronic thromboembolic p","17277889-17277975","+","MI0016990","hsa-mir-3972","NA","1322577"
"47","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000127463","EMC1","OTTHUMT00000007084","19244789-19251527","-","ENSE00001466044, ENSE00003610159","2","ER membrane protein complex subunit 1","Malignant neoplasm of breast,Brain Diseases","9151735-9151756","-","MIMAT0000255","hsa-miR-34a-5p","MI0000268","1322577"
"48","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000075151","EIF4G3","OTTHUMT00000007467","20806470-21050994","-","ENSE00001542805, ENSE00001683487, ENSE00001604595, ENSE00001672406, ENSE00002176939, ENSE00003484684, ENSE00003564924, ENSE00003683156, ENSE00001690531, ENSE00001784396, ENSE00001726513, ENSE000017125","31","eukaryotic translation initiation factor 4 gamma, 3","Tobacco Use Disorder,Diffuse Large B-Cell Lymphoma,Rhinovirus infection,Fibrinogen Adverse Event,Creatinine finding","17369-17391","-","MIMAT0027619","hsa-miR-6859-3p","MI0022705","1322577"
"49","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000197530","MIB2","OTTHUMT00000158409","1617560-1630604","+","ENSE00001478453, ENSE00003506180, ENSE00003537484, ENSE00003785943, ENSE00003548099, ENSE00003508056, ENSE00003525913, ENSE00003667001, ENSE00003656004, ENSE00003650046, ENSE00003590159, ENSE000036743","18","mindbomb E3 ubiquitin protein ligase 2","melanoma,Thyroid carcinoma,Multiple Myeloma,Adenoma,Congenital chromosomal disease,Leukemia, T-Cell","12029202-12029222","+","MIMAT0027360","hsa-miR-6729-3p","MI0022574","1322577"
"50","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000162413","KLHL21","OTTHUMT00000004190","6594081-6614607","-","ENSE00001901757, ENSE00002950579, ENSE00003501382, ENSE00001933890","4","NA","NA","3560710-3560730","-","MIMAT0003214","hsa-miR-551a","MI0003556","1322577"
"51","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000173369","C1QB","OTTHUMT00000008092","22652981-22661538","+","ENSE00001464096, ENSE00001273267, ENSE00001210122","3","complement component 1, q subcomponent, B chain","Tobacco Use Disorder,IGA Glomerulonephritis,Lupus Erythematosus, Systemic,Amyloid Neuropathies, Familial,Lupus Erythematosus, Discoid,Lupus Nephritis,C1q DEFICIENCY,Lupus Vulgaris,Ovarian Cysts,Immunologic Deficiency Syndromes,Recurrent infections (sinusitis and bacterial pneumonia and meningitis),Retrograde Degeneration,Myocardial Ischemia,Ocular Hypertension,Lymphoma, Non-Hodgkin,melanoma,Lupus Erythematosus","9151693-9151714","-","MIMAT0004557","hsa-miR-34a-3p","MI0000268","1322577"
"52","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000130695","CEP85","OTTHUMT00000009493","26257673-26278807","+","ENSE00001592762, ENSE00001065306, ENSE00001235611, ENSE00000896423, ENSE00003585107, ENSE00003581522, ENSE00003502005, ENSE00003568237, ENSE00003512969, ENSE00001724320","10","NA","NA","10227727-10227751","+","MIMAT0015090","hsa-miR-1273d","MI0014254","1322577"
"53","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000177000","MTHFR","OTTHUMT00000006543","11803028-11805413","-","ENSE00001733632, ENSE00001739429, ENSE00001471002","3","methylenetetrahydrofolate reductase (NAD(P)H)","Psychoses, Substance-Induced,Lupus Erythematosus, Systemic,alcohol use disorder,Disease of capillaries,Bronchopulmonary Dysplasia,Intracranial Aneurysm,Choroidal Neovascularization,Congenital heart disease,Anemia, Hemolytic,HIV Infections,Bladder Neoplasm,Spinal Cord Diseases,Carotid Atherosclerosis,Oxidative Stress,Focal glomerulosclerosis,Renal Artery Stenosis,Thrombophilia,Sleep Apnea, Obstructive,Drug toxicity,Papillomavirus Infections,Sickle Cell Trait,Retinal vascular occlusion,Proteinuria Adverse Event,Prostatic Neoplasms,Spina Bifida Occulta,Carotid Stenosis,Borderline Personality Disorder,Hearing Loss, Partial,Arakawa syndrome 2,Childhood Leukemia,Anoxia,Blood pressure finding,Liver and Intrahepatic Biliary Tract Carcinoma,Malignant neoplasm of endometrium,Affective Disorders, Psychotic,Thrombotic stroke,Neonatal disorder,Primary central nervous system lymphoma,Aneurysm, Ruptured,Myeloid Leukemia,Immediate hypersensitivity,Squamous cell carcinoma of the head and neck,Epilepsy,","24919345-24919416","-","MI0022576","hsa-mir-6731","NA","1322577"
"54","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000116285","ERRFI1","OTTHUMT00000003620","8013739-8026296","-","ENSE00001810883, ENSE00002851188, ENSE00001826459","3","ERBB receptor feedback inhibitor 1","Prostate carcinoma,Malignant neoplasm of thyroid,OSTEOARTHRITIS SUSCEPTIBILITY 1,Mammary Neoplasms,Rhabdoid Tumor of the Kidney,Adenocarcinoma,Neoplasm Metastasis,Non-Small Cell Lung Carcinoma,Malignant neoplasm of breast,Breast Carcinoma,Hepatoblastoma,Papillary thyroid carcinoma,Polycystic Ovary Syndrome,Malignant neoplasm of prostate,Neuroblastoma,Carcinoma of lung,Lung Neoplasms,Diabetes Mellitus, Insulin-Dependent,Malignant neoplasm of lung,Diabetic Nephropathy,Endometrial Carcinoma,Diabetes,Liver carcinoma,Thyroid carcinoma,Central neuroblastoma,Carcinogenesis,Anoxia,Diabetes Mellitus,Malignant neoplasm of pancreas,Endometriosis,Epithelial hyperplasia,Ovarian Diseases,Thyroid Neoplasm,Glioblastoma,Skin Neoplasms,Carcinoma breast stage IV,Cardiomegaly","16858988-16859010","-","MIMAT0018098","hsa-miR-3675-5p","MI0016076","1322577"
"55","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000116251","RPL22","OTTHUMT00000003214","6186723-6199553","-","ENSE00001829700, ENSE00003787449, ENSE00003636192, ENSE00001901053","4","ribosomal protein L22","Myelodysplasia,Uterine Corpus Cancer,Streptococcal pneumonia,Malignant neoplasm of endometrium,Thymic Lymphoma,Lobar Pneumonia,leukemia,Secondary malignant neoplasm of lymph node,Endometrial Carcinoma,Acute lymphocytic leukemia,Colorectal Carcinoma,Colorectal Cancer,Carcinogenesis,Preleukemia,Endometrial Neoplasms","1339650-1339708","-","MI0022653","hsa-mir-6808","NA","1322577"
"56","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000065526","SPEN","OTTHUMT00000025996","15876576-15920906","+","ENSE00001592484, ENSE00001805555, ENSE00003787681, ENSE00001734774, ENSE00001633894, ENSE00001776313, ENSE00001728461","7","spen family transcriptional repressor","Agenesis of corpus callosum,Asthma,Malaria, Falciparum,Acute Megakaryocytic Leukemias,Congenital Myotonic Dystrophy,Malignant neoplasm of breast,Renal Cell Carcinoma,Cytomegalovirus Infections,Adenoma,Lung Neoplasms,Colonic Neoplasms,Adenocarcinoma, Endometrioid,Hepatitis B,Anal warts,Split-Hand/Foot Malformation,Myotonic Dystrophy,Non-Small Cell Lung Carcinoma,Malignant neoplasm of urinary bladder,Mammary Neoplasms,Breast Carcinoma,Carcinoma, Endometrioid","12029158-12029222","+","MI0022574","hsa-mir-6729","NA","1322577"
"57","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000117751","PPP1R8","OTTHUMT00000010525","27830822-27851672","+","ENSE00001461947, ENSE00003498666, ENSE00003628142, ENSE00003675606, ENSE00003676902, ENSE00003461118, ENSE00000956265","7","protein phosphatase 1, regulatory subunit 8","Colorectal Cancer,Cervical Adenocarcinoma,Anoxia,Breast Carcinoma,Colorectal Carcinoma,Carcinogenesis,Malignant neoplasm of breast,Colitis","6429834-6429896","-","MI0015864","hsa-mir-4252","NA","1322577"
"58","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000204859","ZBTB48","OTTHUMT00000004197","6580017-6582245","+","ENSE00001656897, ENSE00001474830, ENSE00001700536","3","zinc finger and BTB domain containing 48","Central neuroblastoma,Neuroblastoma","22633328-22633346","-","MIMAT0024610","hsa-miR-6127","MI0021271","1322577"
"59","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000125944","HNRNPR","OTTHUMT00000091254","23310333-23344295","-","ENSE00003699071, ENSE00003557507, ENSE00003471374, ENSE00003605888, ENSE00003520254, ENSE00003618755, ENSE00003490309, ENSE00003486325, ENSE00003696248","9","heterogeneous nuclear ribonucleoprotein R","Spinal Muscular Atrophy,Mammary Neoplasms","16858949-16859021","-","MI0016076","hsa-mir-3675","NA","1322577"
"60","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000171608","PIK3CD","OTTHUMT00000004235","9651745-9728919","+","ENSE00001400074, ENSE00001384987, ENSE00002860381, ENSE00001180791, ENSE00001149661, ENSE00001149654, ENSE00003550926, ENSE00001149633, ENSE00001149626, ENSE00001149616, ENSE00001149505, ENSE000012980","24","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta","Tonsillar Carcinoma,Lupus Erythematosus, Systemic,HIV Infections,ovarian neoplasm,Histiocytosis, Langerhans-Cell,Endometrioid tumor,Increased drug resistance,Virchow's node (disorder),Chordoma,Prostatic Neoplasms,Hypoglycemia,Stage IV Bladder Cancer AJCC v6,Liver and Intrahepatic Biliary Tract Carcinoma,Malignant neoplasm of endometrium,Astrocytoma,Carcinoma of larynx,Myeloid Leukemia,Adenocarcinoma of colon,Squamous cell carcinoma of the head and neck,Malignant Female Reproductive System Neoplasm,Prostatic Intraepithelial Neoplasias,Embryonal Neoplasm,liposarcoma,Breast Carcinoma,Erdheim-Chester Disease,Malignant neoplasm of kidney,Renal Cell Carcinoma,Malignant Pleural Mesothelioma,Lymphoma, Follicular,Alzheimer's Disease,Chorea Acanthocytosis Syndrome,Malignant neoplasm of liver,B-Cell Lymphomas,Adenocarcinoma of pancreas,Lymphatic Abnormalities,Pilocytic Astrocytoma,ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1,Neoplastic Syndromes, Hereditary,Herpes Simplex I","18897078-18897096","-","MIMAT0005880","hsa-miR-1290","MI0006352","1322577"
"61","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000142621","FHAD1","OTTHUMT00000393399","15247280-15296762","+","ENSE00002149103, ENSE00003480925, ENSE00001763069, ENSE00002194199","4","forkhead-associated (FHA) phosphopeptide binding domain 1","Tobacco Use Disorder","22719530-22719551","+","MIMAT0019769","hsa-miR-4684-5p","MI0017316","1322577"
"62","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000221978","CCNL2","OTTHUMT00000099685","1395437-1398956","-","ENSE00001951077, ENSE00003666121, ENSE00001818452","3","cyclin L2","Liver carcinoma","3128009-3128025","+","MIMAT0016883","hsa-miR-4251","MI0015861","1322577"
"63","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000162572","SCNN1D","OTTHUMT00000005802","1280588-1292024","+","ENSE00001420939, ENSE00003604161, ENSE00003525260, ENSE00003681943, ENSE00003580183, ENSE00003620052, ENSE00003678929, ENSE00003480639, ENSE00003559189, ENSE00003669557, ENSE00003623933, ENSE000035033","15","sodium channel, non voltage gated 1 delta subunit","melanoma,Glioma,Gastroesophageal reflux disease","22863169-22863186","-","MIMAT0016882","hsa-miR-4253","MI0015860","1322577"
"64","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000176083","ZNF683","OTTHUMT00000009796","26364980-26374452","-","ENSE00001750458, ENSE00001230976, ENSE00001337229, ENSE00001718532, ENSE00001658812","5","zinc finger protein 683","Fibrinogen Adverse Event,Chloracne,Prostate carcinoma,Malignant neoplasm of prostate","18883202-18883275","-","MI0017328","hsa-mir-4695","NA","1322577"
"65","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000009709","PAX7","OTTHUMT00000006928","18631006-18736138","+","ENSE00001466882, ENSE00000753995, ENSE00000753996, ENSE00000753998, ENSE00000753999, ENSE00000754000, ENSE00000754001, ENSE00001903630","8","paired box 7","Squamous cell carcinoma of lung,Carcinogenesis,Neuromuscular Diseases,Alveolar rhabdomyosarcoma,Cleft Palate,Narcolepsy,Parkinson Disease,Cleft Lip,Rhabdomyosarcoma, Embryonal,Cachexia,Muscular Atrophy,Malocclusion,Neoplasm Metastasis,Myopathy,Cleft Lip with or without Cleft Palate,Malignant Childhood Neoplasm,Rhabdomyosarcoma","25906384-25906403","-","MIMAT0018191","hsa-miR-3917","MI0016423","1322577"
"66","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000116649","SRM","OTTHUMT00000006062","11056702-11059686","-","ENSE00001936108, ENSE00003658005, ENSE00001910946","3","spermidine synthase","Liver carcinoma,Malignant neoplasm of prostate,Prostate carcinoma,Adenocarcinoma of lung (disorder),Infection by Cryptococcus neoformans,Liver neoplasms","10227718-10227803","+","MI0014254","hsa-mir-1273d","NA","1322577"
"67","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000117682","DHDDS","OTTHUMT00000392507","26432367-26446384","+","ENSE00002195837, ENSE00003670616, ENSE00003786864, ENSE00001781551, ENSE00002181293","5","dehydrodolichyl diphosphate synthase","Mitochondrial Myopathies,Nonorganic psychosis,Adult T-Cell Lymphoma/Leukemia,Myelosuppression,Spinocerebellar Ataxia Type 2,Myeloid Leukemia, Chronic,Refractory Neoplasm,Carcinoma, Ehrlich Tumor,Schizotypal Personality Disorder,Epithelial ovarian cancer,Progressive Neoplastic Disease,Malignant tumor of colon,Brain Neoplasms,Major Depressive Disorder,Hypoglycemia,Multiple tumors,Cerebellar Neoplasms,Non-Malignant Ascites Adverse Event,Liver and Intrahepatic Biliary Tract Carcinoma,Tobacco Use Disorder,Colonic Neoplasms,Anhedonia,Dopa-Responsive Dystonia,Tumor necrosis,Carnitine palmitoyl transferase 2 deficiency,Progressive cGVHD,Malignant Squamous Cell Neoplasm,Colorectal Cancer,Unipolar Depression,Neutropenia,Endocrine Gland Neoplasms,Acute leukemia,Autosomal recessive retinitis pigmentosa,Malignant neoplasm of breast,Breast Carcinoma,Myeloid Leukemia,Neuroblastoma,Diabetes Mellitus, Insulin-Dependent,Renal Cell Carcinoma,Leukopenia,Malignant neoplasm of liver,Central neuroblastoma,Me","12578958-12578979","-","MIMAT0027362","hsa-miR-6730-3p","MI0022575","1322577"
"68","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000142765","SYTL1","OTTHUMT00000015783","27342022-27353932","+","ENSE00001218786, ENSE00003518835, ENSE00003617072, ENSE00003510517, ENSE00003555660, ENSE00001218699, ENSE00001218694, ENSE00000956278, ENSE00003567581, ENSE00003539518, ENSE00003530134, ENSE000034802","15","synaptotagmin-like 1","HIV Infections,Prostate carcinoma","632382-632403","-","MIMAT0025855","hsa-miR-6723-5p","MI0022558","1322577"
"69","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000142583","SLC2A5","OTTHUMT00000004941","9047611-9088443","-","ENSE00001823371, ENSE00002952224, ENSE00002752925, ENSE00002703752, ENSE00001903104, ENSE00001949707","6","solute carrier family 2 (facilitated glucose/fructose transporter), member 5","Hypertensive disease,Prostate carcinoma,Malignant neoplasm of prostate,High Grade Intraepithelial Neoplasia,Malignant neoplasm of breast,Metabolic Syndrome X,Mammary Neoplasms,Tobacco Use Disorder,Liver carcinoma,Breast Carcinoma,Adenocarcinoma of colon,Adenocarcinoma of lung (disorder),Malabsorption Syndrome,Liver neoplasms,Diabetes Mellitus, Non-Insulin-Dependent,Idiopathic Pulmonary Fibrosis","23929070-23929147","+","MI0016756","hsa-mir-378f","NA","1322577"
"70","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000078900","TP73","OTTHUMT00000009532","3690672-3733292","+","ENSE00001476950, ENSE00003496607, ENSE00003670865, ENSE00003526787, ENSE00003646577, ENSE00003503102, ENSE00003651642, ENSE00003693819, ENSE00000733990, ENSE00003461431, ENSE00003473247","11","tumor protein p73","Ovarian epithelial cancer stage III,Bladder Neoplasm,Cancer of Head and Neck,Malignant neoplasm of thyroid,Adult T-Cell Lymphoma/Leukemia,Osteosarcoma of bone,Malignant neoplasm of esophagus,Malignant neoplasm of kidney,Fanconi Anemia,ovarian neoplasm,Nasal Polyps,Myeloid Leukemia, Chronic,Mammary Neoplasms,Endometrial Carcinoma,Precancerous Conditions,Papillomavirus Infections,Cervix carcinoma,Testicular embryonal carcinoma,Esophageal Neoplasms,Non-Neoplastic Disorder,Malignant tumor of colon,Hematologic Neoplasms,Parathyroid Neoplasms,Prostatic Neoplasms,Neurologic Manifestations,Multiple Myeloma,Pancreatic carcinoma,Leukemia, Myelocytic, Acute,Merkel cell carcinoma,Epithelial ovarian cancer,Stomach Carcinoma,Brain Neoplasms,Multiple Sclerosis,Malignant neoplasm of endometrium,Malignant neoplasm of brain,Astrocytoma,Metastatic melanoma,Thyroid Neoplasm,Borderline ovarian tumour,Ovarian adenocarcinoma,Meningioma, benign, no ICD-O subtype,Ependymoma,Myeloid Leukemia,Nasopharyngeal carc","12029163-12029184","+","MIMAT0027359","hsa-miR-6729-5p","MI0022574","1322577"
"71","chromosome1","FRA1A","1-28000000","1p36","Aphidicolin","Common","ENSG00000157873","TNFRSF14","OTTHUMT00000002093","2555980-2561815","+","ENSE00001617418, ENSE00001576845, ENSE00003529037, ENSE00003537553, ENSE00003526946, ENSE00003788417, ENSE00003791100","7","tumor necrosis factor receptor superfamily, member 14","Dermatitis, Atopic,Atherosclerosis,Asthma,Esophageal Neoplasms,nervous system disorder,Liver carcinoma,Autoimmune Diseases,Malignant neoplasm of esophagus,Lupus Erythematosus, Systemic,Malignant neoplasm of breast,Breast Carcinoma,Esophageal carcinoma,Herpes NOS,Arthritis,Diabetes Mellitus, Insulin-Dependent,Infection,Mitral Valve Stenosis,Sporadic Breast Carcinoma,Arthritis, Collagen-Induced,Myocardial Infarction,Lymphoma,Chromosome Deletion,Inflammatory Bowel Diseases,Chordoma,Rheumatoid Arthritis,Secondary malignant neoplasm of lymph node,Multiple Myeloma,Celiac Disease,Pseudorabies,Hepatitis, Autoimmune,Leukemogenesis,Herpes Simplex Infections,Tumor Progression,Crohn Disease,Ulcerative Colitis,Subacute Sclerosing Panencephalitis,Multiple Sclerosis,Eosinophilic esophagitis,Lymphoma, Follicular,Squamous cell carcinoma of esophagus","12578996-12579018","-","MIMAT0027361","hsa-miR-6730-5p","MI0022575","1322577"
